n,Find (Cache SIMD),Insert,Insert (Cache),Heap,Tournament Tree 2,State Machine (Compiled)
802,5227,11226,13024,3799,3220,0
803,5227,11345,13126,3812,3225,0
804,4942,11323,13148,3839,3233,0
805,4985,11341,13187,3818,3234,0
806,5295,11319,13171,3834,3238,0
807,5249,11433,13201,3837,3249,0
808,4979,11368,13283,3864,3251,0
809,5007,11475,13311,3900,3252,0
810,5383,11391,13350,3852,3262,0
811,5386,11550,13324,3861,3275,0
812,5028,11606,13367,3860,3270,0
813,5029,11651,13420,3878,3269,0
814,5371,11662,13477,3873,3278,0
815,5330,11681,13456,3879,3281,0
816,5050,11658,13539,3888,3290,0
817,5092,11706,13572,3952,3287,0
818,5472,11732,13610,3895,3296,0
819,5471,11823,13581,3904,3295,0
820,5112,11848,13612,3907,3302,0
821,5114,11842,13719,3913,3305,0
822,5424,11855,13694,3986,3309,0
823,5425,11879,13748,3955,3315,0
824,5136,11910,13802,3932,3345,0
825,5232,11964,13778,3941,3328,0
826,5568,12015,13811,3955,3332,0
827,5512,12043,13850,3953,3338,0
828,5191,11960,13933,3960,3340,0
829,5214,12063,13958,4027,3339,0
830,5500,12099,13981,4031,3350,0
831,5508,12126,14034,3979,3402,0
832,5218,12159,14070,3985,3414,0
833,5309,12174,14043,3991,3360,0
834,5650,12017,14081,3995,3367,0
835,5599,12241,14100,4003,3368,0
836,5277,12337,14139,4006,3375,0
837,5286,12348,14215,4016,3376,0
838,5601,12383,14256,4018,3384,0
839,5603,12375,14265,4079,3386,0
840,5308,12331,14344,4082,3390,0
841,5348,12446,14375,4037,3435,0
842,5687,12325,14361,4043,3407,0
843,5750,12493,14364,4049,3403,0
844,5416,12581,14415,4063,3407,0
845,5374,12484,14432,4067,3418,0
846,5688,12531,14468,4070,3426,0
847,5689,12671,14510,4076,3428,0
848,5390,12691,14584,4080,3427,0
849,5443,12645,14595,4089,3434,0
850,5780,12746,14657,4094,3440,0
851,5786,12813,14671,4100,3443,0
852,5460,12829,14735,4103,3446,0
853,5470,12858,14740,4111,3448,0
854,5785,12899,14788,4119,3454,0
855,5795,12932,14813,4125,3457,0
856,5503,12856,14857,4129,3467,0
857,5532,12983,14834,4139,3468,0
858,5877,13010,14932,4144,3468,0
859,5886,12994,14958,4167,3479,0
860,5561,13034,14988,4194,3480,0
861,5561,13064,15011,4224,3482,0
862,5882,13091,15064,4192,3491,0
863,5887,13127,15101,4246,3497,0
864,5582,13154,15132,4248,3499,0
865,5632,13171,15168,4233,3514,0
866,6005,13221,15149,4258,3505,0
867,5987,13227,15179,4205,3513,0
868,5705,13203,15223,4211,3518,0
869,5645,13234,15256,4218,3573,0
870,5977,13332,15338,4224,3581,0
871,5988,13354,15387,4231,3566,0
872,5665,13415,15416,4236,3591,0
873,5723,13436,15393,4281,3540,0
874,6123,13511,15493,4255,3552,0
875,6134,13564,15461,4264,3550,0
876,5736,13489,15539,4271,3610,0
877,5737,13569,15562,4273,3592,0
878,6078,13615,15626,4312,3565,0
879,6084,13641,15634,4338,3571,0
880,5765,13691,15681,4305,3572,0
881,5807,13674,15721,4301,3574,0
882,6166,13681,15752,4309,3577,0
883,6171,13809,15800,4316,3589,0
884,5867,13799,15774,4320,3591,0
885,5885,13775,15801,4326,3593,0
886,6171,13774,15838,4334,3646,0
887,6181,13829,15926,4344,3663,0
888,5853,13765,15947,4402,3605,0
889,5903,14025,16007,4354,3612,0
890,6265,14005,16010,4365,3617,0
891,6276,13947,16039,4383,3629,0
892,5920,14035,16060,4429,3625,0
893,5927,14155,16114,4383,3632,0
894,6268,14173,16178,4390,3632,0
895,6273,14135,16195,4400,3638,0
896,5946,14242,16232,4404,3642,0
897,6047,14215,16225,4411,3648,0
898,6414,14242,16273,4418,3646,0
899,6362,14301,16353,4470,3654,0
900,6010,14362,16396,4428,3661,0
901,6018,14381,16426,4457,3659,0
902,6472,14355,16398,4438,3688,0
903,6436,14481,16447,4448,3673,0
904,6056,14358,16514,4450,3735,0
905,6089,14495,16562,4521,3683,0
906,6464,14514,16607,4468,3693,0
907,6468,14480,16615,4472,3688,0
908,6106,14634,16665,4475,3700,0
909,6166,14631,16661,4485,3704,0
910,6468,14729,16698,4490,3761,0
911,6479,14685,16773,4556,3706,0
912,6134,14804,16825,4502,3712,0
913,6235,14817,16807,4506,3718,0
914,6565,14767,16898,4512,3773,0
915,6575,14838,16932,4583,3729,0
916,6200,14887,16958,4531,3733,0
917,6246,14906,16949,4536,3732,0
918,6633,14978,16993,4546,3743,0
919,6633,14834,17038,4547,3750,0
920,6230,14995,17114,4550,3808,0
921,6282,15032,17113,4613,3759,0
922,6664,15134,17174,4562,3756,0
923,6705,15101,17157,4571,3764,0
924,6304,15175,17208,4578,3766,0
925,6301,15102,17279,4627,3773,0
926,6666,15229,17334,4610,3780,0
927,6698,15299,17312,4605,3785,0
928,6328,15220,17376,4606,3839,0
929,6368,15343,17450,4615,3795,0
930,6813,15365,17470,4621,3793,0
931,6771,15368,17455,4625,3856,0
932,6393,15395,17548,4658,3805,0
933,6393,15483,17583,4697,3808,0
934,6772,15524,17628,4644,3809,0
935,6837,15529,17632,4656,3819,0
936,6416,15532,17667,4659,3823,0
937,6463,15560,17730,4664,3828,0
938,6917,15606,17706,4673,3829,0
939,6880,15655,17810,4739,3838,0
940,6485,15728,17847,4701,3842,0
941,6485,15756,17827,4690,3885,0
942,6874,15768,17932,4758,3848,0
943,6926,15825,17930,4708,3855,0
944,6525,15883,17940,4713,3896,0
945,6562,15853,18032,4780,3864,0
946,7023,15835,18079,4728,3864,0
947,6967,15873,18042,4735,3930,0
948,6583,15924,18137,4756,3878,0
949,6642,15940,18184,4749,3882,0
950,6979,16050,18226,4807,3892,0
951,6988,16120,18278,4766,3892,0
952,6671,16158,18231,4774,3900,0
953,6660,16140,18328,4814,3901,0
954,7137,16210,18375,4786,3907,0
955,7081,16210,18399,4856,3905,0
956,6722,16297,18446,4802,3911,0
957,6689,16270,18423,4809,3963,0
958,7080,16371,18538,4814,3921,0
959,7083,16233,18511,4823,3978,0
960,6710,16438,18592,4833,3930,0
961,6770,16436,18599,4863,3997,0
962,7194,16533,18678,4849,3947,0
963,7189,16526,18645,4848,3999,0
964,6776,16529,18734,4854,4008,0
965,6788,16608,18786,4862,3954,0
966,7187,16465,18784,4870,3976,0
967,7198,16679,18865,4874,3963,0
968,6869,16687,18848,4879,3969,0
969,6873,16715,18933,4943,3973,0
970,7346,16695,18964,4903,3978,0
971,7299,16749,19008,4957,3978,0
972,6945,16863,19054,4917,3987,0
973,6890,16842,19161,4964,3992,0
974,7291,16898,19150,4924,3995,0
975,7298,16928,19117,4981,4001,0
976,6908,16949,19286,5013,4005,0
977,7014,16979,19261,4944,4010,0
978,7388,17025,19302,4951,4011,0
979,7397,16907,19331,4956,4053,0
980,6977,16974,19333,4964,4018,0
981,6983,17138,19344,4970,4080,0
982,7398,17140,19423,4979,4033,0
983,7403,17208,19464,4987,4089,0
984,7059,17300,19485,4994,4037,0
985,7069,17291,19513,5037,4043,0
986,7557,17310,19613,5022,4053,0
987,7509,17353,19636,5062,4066,0
988,7105,17143,19666,5026,4058,0
989,7087,17403,19716,5030,4061,0
990,7496,17479,19752,5044,4123,0
991,7516,17563,19791,5046,4068,0
992,7157,17548,19769,5087,4078,0
993,7168,17581,19876,5113,4078,0
994,7658,17645,19915,5066,4085,0
995,7610,17657,19922,5072,4089,0
996,7178,17591,19927,5079,4153,0
997,7252,17689,20025,5095,4102,0
998,7618,17761,20086,5158,4104,0
999,7684,17790,20059,5102,4112,0
1000,7218,17879,20108,5112,4170,0
