COMPILER_VERSION 15.1.1 20250528
ARRAY_LENGTH 10000000
ARRAY_COUNT 100
ITER_COUNT 1
NUM_TESTS 20
SEED 1752459072

Init: 59048

## MERGING 3 LISTS ##
Baseline (copy+sort) 555
Name                                     | Success | Init   | Min, Med, Max     | Standard Deviation | Error Msg
Name                                     | Success | Init   | Min, Med, Max     | Standard Deviation | Error Msg
----------------------------------------------------------------------------------------------------------------
Tournament Tree (O3)                     | true    |      ? |       727,727,727 |             0.0000 |
Heap Cache (Oz)                          | true    |      ? |       531,531,531 |             0.0000 |
Find (Os)                                | true    |      ? |       888,888,888 |             0.0000 |
Tournament Tree (Oz)                     | true    |      ? |       625,625,625 |             0.0000 |
Find (O1)                                | true    |      ? |       844,844,844 |             0.0000 |
Find (O3)                                | true    |      ? |       778,778,778 |             0.0000 |
Insert Cache (O2)                        | true    |      ? |       402,402,402 |             0.0000 |
Tournament Tree (O2)                     | true    |      ? |       666,666,666 |             0.0000 |
Heap Cache (Os)                          | true    |      ? |       532,532,532 |             0.0000 |
Insert Cache (Os)                        | true    |      ? |       389,389,389 |             0.0000 |
Tournament Tree (Os)                     | true    |      ? |       632,632,632 |             0.0000 |
Find (O2)                                | true    |      ? |       854,854,854 |             0.0000 |
Heap Cache (O3)                          | true    |      ? |       527,527,527 |             0.0000 |
Insert Cache (O1)                        | true    |      ? |       401,401,401 |             0.0000 |
Insert Cache (O3)                        | true    |      ? |       407,407,407 |             0.0000 |
Heap Cache (O2)                          | true    |      ? |       522,522,522 |             0.0000 |
Insert Cache (Oz)                        | true    |      ? |       388,388,388 |             0.0000 |
Tournament Tree (O1)                     | true    |      ? |       533,533,533 |             0.0000 |
Find (Oz)                                | true    |      ? |       889,889,889 |             0.0000 |
Heap Cache (O1)                          | true    |      ? |       557,557,557 |             0.0000 |

## MERGING 7 LISTS ##
Baseline (copy+sort) 1369
Name                                     | Success | Init   | Min, Med, Max     | Standard Deviation | Error Msg
----------------------------------------------------------------------------------------------------------------
Tournament Tree (O3)                     | true    |      ? |       936,936,936 |             0.0000 |
Heap Cache (Oz)                          | true    |      ? |       703,703,703 |             0.0000 |
Find (Os)                                | true    |      ? |    1055,1055,1055 |             0.0000 |
Tournament Tree (Oz)                     | true    |      ? |       845,845,845 |             0.0000 |
Find (O1)                                | true    |      ? |    1014,1014,1014 |             0.0000 |
Find (O3)                                | true    |      ? |       917,917,917 |             0.0000 |
Insert Cache (O2)                        | true    |      ? |       494,494,494 |             0.0000 |
Tournament Tree (O2)                     | true    |      ? |       880,880,880 |             0.0000 |
Heap Cache (Os)                          | true    |      ? |       697,697,697 |             0.0000 |
Insert Cache (Os)                        | true    |      ? |       473,473,473 |             0.0000 |
Tournament Tree (Os)                     | true    |      ? |       845,845,845 |             0.0000 |
Find (O2)                                | true    |      ? |    1001,1001,1001 |             0.0000 |
Heap Cache (O3)                          | true    |      ? |       698,698,698 |             0.0000 |
Insert Cache (O1)                        | true    |      ? |       491,491,491 |             0.0000 |
Insert Cache (O3)                        | true    |      ? |       492,492,492 |             0.0000 |
Heap Cache (O2)                          | true    |      ? |       682,682,682 |             0.0000 |
Insert Cache (Oz)                        | true    |      ? |       470,470,470 |             0.0000 |
Tournament Tree (O1)                     | true    |      ? |       728,728,728 |             0.0000 |
Find (Oz)                                | true    |      ? |    1065,1065,1065 |             0.0000 |
Heap Cache (O1)                          | true    |      ? |       725,725,725 |             0.0000 |

## MERGING 8 LISTS ##
Baseline (copy+sort) 1800
Name                                     | Success | Init   | Min, Med, Max     | Standard Deviation | Error Msg
----------------------------------------------------------------------------------------------------------------
Tournament Tree (O3)                     | true    |      ? |    1076,1076,1076 |             0.0000 |
Heap Cache (Oz)                          | true    |      ? |       797,797,797 |             0.0000 |
Find (Os)                                | true    |      ? |    1226,1226,1226 |             0.0000 |
Tournament Tree (Oz)                     | true    |      ? |       981,981,981 |             0.0000 |
Find (O1)                                | true    |      ? |    1216,1216,1216 |             0.0000 |
Find (O3)                                | true    |      ? |    1089,1089,1089 |             0.0000 |
Insert Cache (O2)                        | true    |      ? |       585,585,585 |             0.0000 |
Tournament Tree (O2)                     | true    |      ? |    1023,1023,1023 |             0.0000 |
Heap Cache (Os)                          | true    |      ? |       797,797,797 |             0.0000 |
Insert Cache (Os)                        | true    |      ? |       567,567,567 |             0.0000 |
Tournament Tree (Os)                     | true    |      ? |       991,991,991 |             0.0000 |
Find (O2)                                | true    |      ? |    1237,1237,1237 |             0.0000 |
Heap Cache (O3)                          | true    |      ? |       786,786,786 |             0.0000 |
Insert Cache (O1)                        | true    |      ? |       578,578,578 |             0.0000 |
Insert Cache (O3)                        | true    |      ? |       585,585,585 |             0.0000 |
Heap Cache (O2)                          | true    |      ? |       804,804,804 |             0.0000 |
Insert Cache (Oz)                        | true    |      ? |       569,569,569 |             0.0000 |
Tournament Tree (O1)                     | true    |      ? |       851,851,851 |             0.0000 |
Find (Oz)                                | true    |      ? |    1281,1281,1281 |             0.0000 |
Heap Cache (O1)                          | true    |      ? |       831,831,831 |             0.0000 |

## MERGING 9 LISTS ##
Baseline (copy+sort) 1759
Name                                     | Success | Init   | Min, Med, Max     | Standard Deviation | Error Msg
----------------------------------------------------------------------------------------------------------------
Tournament Tree (O3)                     | true    |      ? |    1373,1373,1373 |             0.0000 |
Heap Cache (Oz)                          | true    |      ? |       923,923,923 |             0.0000 |
Find (Os)                                | true    |      ? |    1392,1392,1392 |             0.0000 |
Tournament Tree (Oz)                     | true    |      ? |    1226,1226,1226 |             0.0000 |
Find (O1)                                | true    |      ? |    1346,1346,1346 |             0.0000 |
Find (O3)                                | true    |      ? |    1288,1288,1288 |             0.0000 |
Insert Cache (O2)                        | true    |      ? |       683,683,683 |             0.0000 |
Tournament Tree (O2)                     | true    |      ? |    1278,1278,1278 |             0.0000 |
Heap Cache (Os)                          | true    |      ? |       914,914,914 |             0.0000 |
Insert Cache (Os)                        | true    |      ? |       677,677,677 |             0.0000 |
Tournament Tree (Os)                     | true    |      ? |    1252,1252,1252 |             0.0000 |
Find (O2)                                | true    |      ? |    1375,1375,1375 |             0.0000 |
Heap Cache (O3)                          | true    |      ? |       897,897,897 |             0.0000 |
Insert Cache (O1)                        | true    |      ? |       674,674,674 |             0.0000 |
Insert Cache (O3)                        | true    |      ? |       682,682,682 |             0.0000 |
Heap Cache (O2)                          | true    |      ? |       889,889,889 |             0.0000 |
Insert Cache (Oz)                        | true    |      ? |       665,665,665 |             0.0000 |
Tournament Tree (O1)                     | true    |      ? |    1072,1072,1072 |             0.0000 |
Find (Oz)                                | true    |      ? |    1408,1408,1408 |             0.0000 |
Heap Cache (O1)                          | true    |      ? |       954,954,954 |             0.0000 |

## MERGING 10 LISTS ##
Baseline (copy+sort) 2247
Name                                     | Success | Init   | Min, Med, Max     | Standard Deviation | Error Msg
----------------------------------------------------------------------------------------------------------------
Tournament Tree (O3)                     | true    |      ? |    1623,1623,1623 |             0.0000 |
Heap Cache (Oz)                          | true    |      ? |    1103,1103,1103 |             0.0000 |
Find (Os)                                | true    |      ? |    1545,1545,1545 |             0.0000 |
Tournament Tree (Oz)                     | true    |      ? |    1426,1426,1426 |             0.0000 |
Find (O1)                                | true    |      ? |    1478,1478,1478 |             0.0000 |
Find (O3)                                | true    |      ? |    1426,1426,1426 |             0.0000 |
Insert Cache (O2)                        | true    |      ? |       787,787,787 |             0.0000 |
Tournament Tree (O2)                     | true    |      ? |    1481,1481,1481 |             0.0000 |
Heap Cache (Os)                          | true    |      ? |    1076,1076,1076 |             0.0000 |
Insert Cache (Os)                        | true    |      ? |       773,773,773 |             0.0000 |
Tournament Tree (Os)                     | true    |      ? |    1438,1438,1438 |             0.0000 |
Find (O2)                                | true    |      ? |    1523,1523,1523 |             0.0000 |
Heap Cache (O3)                          | true    |      ? |    1051,1051,1051 |             0.0000 |
Insert Cache (O1)                        | true    |      ? |       775,775,775 |             0.0000 |
Insert Cache (O3)                        | true    |      ? |       785,785,785 |             0.0000 |
Heap Cache (O2)                          | true    |      ? |    1057,1057,1057 |             0.0000 |
Insert Cache (Oz)                        | true    |      ? |       771,771,771 |             0.0000 |
Tournament Tree (O1)                     | true    |      ? |    1266,1266,1266 |             0.0000 |
Find (Oz)                                | true    |      ? |    1542,1542,1542 |             0.0000 |
Heap Cache (O1)                          | true    |      ? |    1125,1125,1125 |             0.0000 |

## MERGING 11 LISTS ##
Baseline (copy+sort) 2252
Name                                     | Success | Init   | Min, Med, Max     | Standard Deviation | Error Msg
----------------------------------------------------------------------------------------------------------------
Tournament Tree (O3)                     | true    |      ? |    1847,1847,1847 |             0.0000 |
Heap Cache (Oz)                          | true    |      ? |    1273,1273,1273 |             0.0000 |
Find (Os)                                | true    |      ? |    1699,1699,1699 |             0.0000 |
Tournament Tree (Oz)                     | true    |      ? |    1636,1636,1636 |             0.0000 |
Find (O1)                                | true    |      ? |    1642,1642,1642 |             0.0000 |
Find (O3)                                | true    |      ? |    1569,1569,1569 |             0.0000 |
Insert Cache (O2)                        | true    |      ? |       887,887,887 |             0.0000 |
Tournament Tree (O2)                     | true    |      ? |    1711,1711,1711 |             0.0000 |
Heap Cache (Os)                          | true    |      ? |    1264,1264,1264 |             0.0000 |
Insert Cache (Os)                        | true    |      ? |       877,877,877 |             0.0000 |
Tournament Tree (Os)                     | true    |      ? |    1632,1632,1632 |             0.0000 |
Find (O2)                                | true    |      ? |    1684,1684,1684 |             0.0000 |
Heap Cache (O3)                          | true    |      ? |    1238,1238,1238 |             0.0000 |
Insert Cache (O1)                        | true    |      ? |       873,873,873 |             0.0000 |
Insert Cache (O3)                        | true    |      ? |       883,883,883 |             0.0000 |
Heap Cache (O2)                          | true    |      ? |    1255,1255,1255 |             0.0000 |
Insert Cache (Oz)                        | true    |      ? |       876,876,876 |             0.0000 |
Tournament Tree (O1)                     | true    |      ? |    1451,1451,1451 |             0.0000 |
Find (Oz)                                | true    |      ? |    1725,1725,1725 |             0.0000 |
Heap Cache (O1)                          | true    |      ? |    1338,1338,1338 |             0.0000 |

## MERGING 12 LISTS ##
Baseline (copy+sort) 3137
Name                                     | Success | Init   | Min, Med, Max     | Standard Deviation | Error Msg
----------------------------------------------------------------------------------------------------------------
Tournament Tree (O3)                     | true    |      ? |    2045,2045,2045 |             0.0000 |
Heap Cache (Oz)                          | true    |      ? |    1432,1432,1432 |             0.0000 |
Find (Os)                                | true    |      ? |    1866,1866,1866 |             0.0000 |
Tournament Tree (Oz)                     | true    |      ? |    1743,1743,1743 |             0.0000 |
Find (O1)                                | true    |      ? |    1796,1796,1796 |             0.0000 |
Find (O3)                                | true    |      ? |    1713,1713,1713 |             0.0000 |
Insert Cache (O2)                        | true    |      ? |    1002,1002,1002 |             0.0000 |
Tournament Tree (O2)                     | true    |      ? |    1813,1813,1813 |             0.0000 |
Heap Cache (Os)                          | true    |      ? |    1414,1414,1414 |             0.0000 |
Insert Cache (Os)                        | true    |      ? |       978,978,978 |             0.0000 |
Tournament Tree (Os)                     | true    |      ? |    1749,1749,1749 |             0.0000 |
Find (O2)                                | true    |      ? |    1851,1851,1851 |             0.0000 |
Heap Cache (O3)                          | true    |      ? |    1398,1398,1398 |             0.0000 |
Insert Cache (O1)                        | true    |      ? |       977,977,977 |             0.0000 |
Insert Cache (O3)                        | true    |      ? |       992,992,992 |             0.0000 |
Heap Cache (O2)                          | true    |      ? |    1382,1382,1382 |             0.0000 |
Insert Cache (Oz)                        | true    |      ? |       977,977,977 |             0.0000 |
Tournament Tree (O1)                     | true    |      ? |    1551,1551,1551 |             0.0000 |
Find (Oz)                                | true    |      ? |    1874,1874,1874 |             0.0000 |
Heap Cache (O1)                          | true    |      ? |    1477,1477,1477 |             0.0000 |

## MERGING 13 LISTS ##
Baseline (copy+sort) 2917
Name                                     | Success | Init   | Min, Med, Max     | Standard Deviation | Error Msg
----------------------------------------------------------------------------------------------------------------
Tournament Tree (O3)                     | true    |      ? |    2238,2238,2238 |             0.0000 |
Heap Cache (Oz)                          | true    |      ? |    1612,1612,1612 |             0.0000 |
Find (Os)                                | true    |      ? |    2013,2013,2013 |             0.0000 |
Tournament Tree (Oz)                     | true    |      ? |    1990,1990,1990 |             0.0000 |
Find (O1)                                | true    |      ? |    2011,2011,2011 |             0.0000 |
Find (O3)                                | true    |      ? |    1854,1854,1854 |             0.0000 |
Insert Cache (O2)                        | true    |      ? |    1097,1097,1097 |             0.0000 |
Tournament Tree (O2)                     | true    |      ? |    2112,2112,2112 |             0.0000 |
Heap Cache (Os)                          | true    |      ? |    1609,1609,1609 |             0.0000 |
Insert Cache (Os)                        | true    |      ? |    1084,1084,1084 |             0.0000 |
Tournament Tree (Os)                     | true    |      ? |    2004,2004,2004 |             0.0000 |
Find (O2)                                | true    |      ? |    2024,2024,2024 |             0.0000 |
Heap Cache (O3)                          | true    |      ? |    1573,1573,1573 |             0.0000 |
Insert Cache (O1)                        | true    |      ? |    1069,1069,1069 |             0.0000 |
Insert Cache (O3)                        | true    |      ? |    1102,1102,1102 |             0.0000 |
Heap Cache (O2)                          | true    |      ? |    1553,1553,1553 |             0.0000 |
Insert Cache (Oz)                        | true    |      ? |    1089,1089,1089 |             0.0000 |
Tournament Tree (O1)                     | true    |      ? |    1791,1791,1791 |             0.0000 |
Find (Oz)                                | true    |      ? |    2044,2044,2044 |             0.0000 |
Heap Cache (O1)                          | true    |      ? |    1664,1664,1664 |             0.0000 |

## MERGING 14 LISTS ##
Baseline (copy+sort) 3227
Name                                     | Success | Init   | Min, Med, Max     | Standard Deviation | Error Msg
----------------------------------------------------------------------------------------------------------------
Tournament Tree (O3)                     | true    |      ? |    2438,2438,2438 |             0.0000 |
Heap Cache (Oz)                          | true    |      ? |    1819,1819,1819 |             0.0000 |
Find (Os)                                | true    |      ? |    2174,2174,2174 |             0.0000 |
Tournament Tree (Oz)                     | true    |      ? |    2147,2147,2147 |             0.0000 |
Find (O1)                                | true    |      ? |    2126,2126,2126 |             0.0000 |
Find (O3)                                | true    |      ? |    2043,2043,2043 |             0.0000 |
Insert Cache (O2)                        | true    |      ? |    1215,1215,1215 |             0.0000 |
Tournament Tree (O2)                     | true    |      ? |    2284,2284,2284 |             0.0000 |
Heap Cache (Os)                          | true    |      ? |    1822,1822,1822 |             0.0000 |
Insert Cache (Os)                        | true    |      ? |    1227,1227,1227 |             0.0000 |
Tournament Tree (Os)                     | true    |      ? |    2204,2204,2204 |             0.0000 |
Find (O2)                                | true    |      ? |    2239,2239,2239 |             0.0000 |
Heap Cache (O3)                          | true    |      ? |    1825,1825,1825 |             0.0000 |
Insert Cache (O1)                        | true    |      ? |    1219,1219,1219 |             0.0000 |
Insert Cache (O3)                        | true    |      ? |    1229,1229,1229 |             0.0000 |
Heap Cache (O2)                          | true    |      ? |    1794,1794,1794 |             0.0000 |
Insert Cache (Oz)                        | true    |      ? |    1221,1221,1221 |             0.0000 |
Tournament Tree (O1)                     | true    |      ? |    1955,1955,1955 |             0.0000 |
Find (Oz)                                | true    |      ? |    2221,2221,2221 |             0.0000 |
Heap Cache (O1)                          | true    |      ? |    1924,1924,1924 |             0.0000 |

## MERGING 15 LISTS ##
Baseline (copy+sort) 3302
Name                                     | Success | Init   | Min, Med, Max     | Standard Deviation | Error Msg
----------------------------------------------------------------------------------------------------------------
Tournament Tree (O3)                     | true    |      ? |    2628,2628,2628 |             0.0000 |
Heap Cache (Oz)                          | true    |      ? |    2052,2052,2052 |             0.0000 |
Find (Os)                                | true    |      ? |    2345,2345,2345 |             0.0000 |
Tournament Tree (Oz)                     | true    |      ? |    2323,2323,2323 |             0.0000 |
Find (O1)                                | true    |      ? |    2323,2323,2323 |             0.0000 |
Find (O3)                                | true    |      ? |    2169,2169,2169 |             0.0000 |
Insert Cache (O2)                        | true    |      ? |    1351,1351,1351 |             0.0000 |
Tournament Tree (O2)                     | true    |      ? |    2501,2501,2501 |             0.0000 |
Heap Cache (Os)                          | true    |      ? |    2088,2088,2088 |             0.0000 |
Insert Cache (Os)                        | true    |      ? |    1340,1340,1340 |             0.0000 |
Tournament Tree (Os)                     | true    |      ? |    2370,2370,2370 |             0.0000 |
Find (O2)                                | true    |      ? |    2419,2419,2419 |             0.0000 |
Heap Cache (O3)                          | true    |      ? |    2032,2032,2032 |             0.0000 |
Insert Cache (O1)                        | true    |      ? |    1327,1327,1327 |             0.0000 |
Insert Cache (O3)                        | true    |      ? |    1355,1355,1355 |             0.0000 |
Heap Cache (O2)                          | true    |      ? |    2024,2024,2024 |             0.0000 |
Insert Cache (Oz)                        | true    |      ? |    1392,1392,1392 |             0.0000 |
Tournament Tree (O1)                     | true    |      ? |    2103,2103,2103 |             0.0000 |
Find (Oz)                                | true    |      ? |    2443,2443,2443 |             0.0000 |
Heap Cache (O1)                          | true    |      ? |    2113,2113,2113 |             0.0000 |

## MERGING 16 LISTS ##
Baseline (copy+sort) 3736
Name                                     | Success | Init   | Min, Med, Max     | Standard Deviation | Error Msg
----------------------------------------------------------------------------------------------------------------
Tournament Tree (O3)                     | true    |      ? |    2820,2820,2820 |             0.0000 |
Heap Cache (Oz)                          | true    |      ? |    2190,2190,2190 |             0.0000 |
Find (Os)                                | true    |      ? |    2559,2559,2559 |             0.0000 |
Tournament Tree (Oz)                     | true    |      ? |    2478,2478,2478 |             0.0000 |
Find (O1)                                | true    |      ? |    2473,2473,2473 |             0.0000 |
Find (O3)                                | true    |      ? |    2347,2347,2347 |             0.0000 |
Insert Cache (O2)                        | true    |      ? |    1460,1460,1460 |             0.0000 |
Tournament Tree (O2)                     | true    |      ? |    2638,2638,2638 |             0.0000 |
Heap Cache (Os)                          | true    |      ? |    2177,2177,2177 |             0.0000 |
Insert Cache (Os)                        | true    |      ? |    1448,1448,1448 |             0.0000 |
Tournament Tree (Os)                     | true    |      ? |    2506,2506,2506 |             0.0000 |
Find (O2)                                | true    |      ? |    2647,2647,2647 |             0.0000 |
Heap Cache (O3)                          | true    |      ? |    2144,2144,2144 |             0.0000 |
Insert Cache (O1)                        | true    |      ? |    1493,1493,1493 |             0.0000 |
Insert Cache (O3)                        | true    |      ? |    1457,1457,1457 |             0.0000 |
Heap Cache (O2)                          | true    |      ? |    2131,2131,2131 |             0.0000 |
Insert Cache (Oz)                        | true    |      ? |    1447,1447,1447 |             0.0000 |
Tournament Tree (O1)                     | true    |      ? |    2219,2219,2219 |             0.0000 |
Find (Oz)                                | true    |      ? |    2597,2597,2597 |             0.0000 |
Heap Cache (O1)                          | true    |      ? |    2237,2237,2237 |             0.0000 |

## MERGING 17 LISTS ##
Baseline (copy+sort) 3741
Name                                     | Success | Init   | Min, Med, Max     | Standard Deviation | Error Msg
----------------------------------------------------------------------------------------------------------------
Tournament Tree (O3)                     | true    |      ? |    3126,3126,3126 |             0.0000 |
Heap Cache (Oz)                          | true    |      ? |    2396,2396,2396 |             0.0000 |
Find (Os)                                | true    |      ? |    2739,2739,2739 |             0.0000 |
Tournament Tree (Oz)                     | true    |      ? |    2787,2787,2787 |             0.0000 |
Find (O1)                                | true    |      ? |    2831,2831,2831 |             0.0000 |
Find (O3)                                | true    |      ? |    2520,2520,2520 |             0.0000 |
Insert Cache (O2)                        | true    |      ? |    1587,1587,1587 |             0.0000 |
Tournament Tree (O2)                     | true    |      ? |    2972,2972,2972 |             0.0000 |
Heap Cache (Os)                          | true    |      ? |    2306,2306,2306 |             0.0000 |
Insert Cache (Os)                        | true    |      ? |    1557,1557,1557 |             0.0000 |
Tournament Tree (Os)                     | true    |      ? |    2868,2868,2868 |             0.0000 |
Find (O2)                                | true    |      ? |    2649,2649,2649 |             0.0000 |
Heap Cache (O3)                          | true    |      ? |    2290,2290,2290 |             0.0000 |
Insert Cache (O1)                        | true    |      ? |    1568,1568,1568 |             0.0000 |
Insert Cache (O3)                        | true    |      ? |    1587,1587,1587 |             0.0000 |
Heap Cache (O2)                          | true    |      ? |    2263,2263,2263 |             0.0000 |
Insert Cache (Oz)                        | true    |      ? |    1558,1558,1558 |             0.0000 |
Tournament Tree (O1)                     | true    |      ? |    2503,2503,2503 |             0.0000 |
Find (Oz)                                | true    |      ? |    2689,2689,2689 |             0.0000 |
Heap Cache (O1)                          | true    |      ? |    2365,2365,2365 |             0.0000 |

## MERGING 18 LISTS ##
Baseline (copy+sort) 4284
Name                                     | Success | Init   | Min, Med, Max     | Standard Deviation | Error Msg
----------------------------------------------------------------------------------------------------------------
Tournament Tree (O3)                     | true    |      ? |    3440,3440,3440 |             0.0000 |
Heap Cache (Oz)                          | true    |      ? |    2520,2520,2520 |             0.0000 |
Find (Os)                                | true    |      ? |    2884,2884,2884 |             0.0000 |
Tournament Tree (Oz)                     | true    |      ? |    3072,3072,3072 |             0.0000 |
Find (O1)                                | true    |      ? |    3030,3030,3030 |             0.0000 |
Find (O3)                                | true    |      ? |    2654,2654,2654 |             0.0000 |
Insert Cache (O2)                        | true    |      ? |    1699,1699,1699 |             0.0000 |
Tournament Tree (O2)                     | true    |      ? |    3244,3244,3244 |             0.0000 |
Heap Cache (Os)                          | true    |      ? |    2504,2504,2504 |             0.0000 |
Insert Cache (Os)                        | true    |      ? |    1648,1648,1648 |             0.0000 |
Tournament Tree (Os)                     | true    |      ? |    3102,3102,3102 |             0.0000 |
Find (O2)                                | true    |      ? |    2794,2794,2794 |             0.0000 |
Heap Cache (O3)                          | true    |      ? |    2449,2449,2449 |             0.0000 |
Insert Cache (O1)                        | true    |      ? |    1760,1760,1760 |             0.0000 |
Insert Cache (O3)                        | true    |      ? |    1703,1703,1703 |             0.0000 |
Heap Cache (O2)                          | true    |      ? |    2464,2464,2464 |             0.0000 |
Insert Cache (Oz)                        | true    |      ? |    1647,1647,1647 |             0.0000 |
Tournament Tree (O1)                     | true    |      ? |    2777,2777,2777 |             0.0000 |
Find (Oz)                                | true    |      ? |    2830,2830,2830 |             0.0000 |
Heap Cache (O1)                          | true    |      ? |    2542,2542,2542 |             0.0000 |

## MERGING 19 LISTS ##
Baseline (copy+sort) 4224
Name                                     | Success | Init   | Min, Med, Max     | Standard Deviation | Error Msg
----------------------------------------------------------------------------------------------------------------
Tournament Tree (O3)                     | true    |      ? |    3788,3788,3788 |             0.0000 |
Heap Cache (Oz)                          | true    |      ? |    2721,2721,2721 |             0.0000 |
Find (Os)                                | true    |      ? |    3043,3043,3043 |             0.0000 |
Tournament Tree (Oz)                     | true    |      ? |    3363,3363,3363 |             0.0000 |
Find (O1)                                | true    |      ? |    3144,3144,3144 |             0.0000 |
Find (O3)                                | true    |      ? |    2799,2799,2799 |             0.0000 |
Insert Cache (O2)                        | true    |      ? |    1828,1828,1828 |             0.0000 |
Tournament Tree (O2)                     | true    |      ? |    3579,3579,3579 |             0.0000 |
Heap Cache (Os)                          | true    |      ? |    2737,2737,2737 |             0.0000 |
