n,Heap,Heap (STL),Heap (STL, opt),Heap (STL, naive)
3,17,22,21,27
4,28,42,42,39
5,40,63,62,65
6,57,82,83,77
7,73,88,86,99
8,86,118,115,117
9,101,151,148,162
10,120,185,246,164
11,143,193,190,208
12,159,226,221,218
13,188,238,235,263
14,204,259,251,257
15,232,272,270,290
16,248,317,308,318
17,268,347,338,398
18,289,378,370,370
19,314,417,409,440
20,333,453,445,444
21,372,485,485,520
22,402,535,529,522
23,420,544,530,571
24,442,593,572,584
25,463,581,578,662
26,487,624,611,639
27,522,638,617,681
28,540,663,653,681
29,571,675,664,719
30,673,702,692,732
31,632,730,711,766
32,678,778,758,816
33,682,807,793,893
34,712,872,839,862
35,763,912,908,968
36,784,953,926,962
37,793,984,969,1049
38,856,1048,1033,1054
39,875,1100,1070,1118
40,929,1125,1105,1128
41,914,1166,1150,1224
42,946,1211,1197,1189
43,978,1240,1222,1287
44,1006,1296,1283,1283
45,1045,1313,1296,1394
46,1077,1368,1353,1348
47,1113,1371,1354,1449
48,1149,1447,1440,1477
49,1169,1433,1417,1602
50,1223,1490,1492,1529
51,1236,1583,1478,1613
52,1270,1554,1538,1593
53,1305,1589,1545,1704
54,1342,1615,1599,1642
55,1373,1621,1613,1749
56,1408,1691,1681,1731
57,1458,1689,1693,1809
58,1479,1752,1752,1752
59,1577,1780,1755,1831
60,1559,1827,1825,1817
61,1588,1832,1825,1879
62,1639,1896,1879,1889
63,1651,1887,1865,1900
64,1733,1919,1896,2004
