n,Heap (Cache),Tournament Tree (Cache)
6095,504,544
6096,512,535
6097,512,535
6098,512,535
6099,513,525
6100,503,533
6101,505,544
6102,503,525
6103,511,542
6104,507,528
6105,502,531
6106,515,536
6107,507,526
6108,514,534
6109,502,535
6110,503,530
6111,516,543
6112,507,538
6113,520,543
6114,521,535
6115,509,546
6116,515,533
6117,504,529
6118,516,540
6119,506,541
6120,518,540
6121,513,536
6122,507,531
6123,518,541
6124,505,539
6125,506,530
6126,507,535
6127,505,530
6128,510,536
6129,507,534
6130,505,538
6131,507,533
6132,505,531
6133,507,539
6134,506,533
6135,513,549
6136,543,537
6137,539,562
6138,514,534
6139,514,540
6140,510,538
6141,511,539
6142,517,537
6143,511,533
6144,509,539
6145,519,532
6146,512,548
6147,511,534
6148,509,536
6149,521,539
6150,520,545
6151,507,536
6152,517,545
6153,509,530
6154,516,551
6155,517,539
6156,516,539
6157,525,544
6158,515,540
6159,514,535
6160,508,534
6161,517,548
6162,516,535
6163,514,533
6164,510,540
6165,511,532
6166,510,534
6167,515,535
6168,509,535
6169,511,535
6170,511,535
6171,510,541
6172,517,535
6173,519,546
6174,519,538
6175,510,539
6176,515,537
6177,510,543
6178,511,539
6179,511,536
6180,515,540
6181,516,539
6182,513,536
6183,513,541
6184,514,539
6185,514,538
6186,519,537
6187,514,542
6188,518,539
6189,515,537
6190,514,536
6191,514,541
6192,518,536
6193,517,539
6194,516,541
6195,517,538
6196,517,540
6197,515,538
6198,515,546
6199,518,539
6200,516,536
6201,513,536
6202,514,540
6203,513,536
6204,516,538
6205,521,537
6206,519,544
6207,519,542
6208,519,537
6209,518,537
6210,517,540
6211,517,537
6212,514,540
6213,518,543
6214,516,537
6215,517,544
6216,533,552
6217,521,539
6218,523,544
6219,517,541
6220,520,543
6221,515,540
6222,527,546
6223,529,548
6224,521,546
6225,517,546
6226,523,553
6227,526,550
6228,519,540
6229,516,539
6230,525,558
6231,518,545
6232,517,544
6233,516,543
6234,516,547
6235,517,543
6236,517,539
6237,521,538
6238,517,541
6239,517,542
6240,521,545
6241,518,541
6242,516,543
6243,518,543
6244,516,539
6245,517,540
6246,518,544
6247,518,542
6248,516,542
6249,519,545
6250,518,544
6251,520,544
6252,518,543
6253,518,540
6254,521,546
6255,520,544
6256,518,546
6257,519,548
6258,520,546
6259,521,548
6260,525,545
6261,524,543
6262,519,548
6263,521,546
6264,522,549
6265,525,561
6266,523,542
6267,526,558
6268,526,554
6269,521,544
6270,533,552
6271,528,553
6272,529,554
6273,528,548
6274,521,547
6275,536,561
6276,522,546
6277,519,545
6278,521,548
6279,520,544
6280,522,547
6281,524,562
6282,527,544
6283,537,564
6284,526,548
6285,527,548
6286,529,548
6287,526,549
6288,527,549
6289,524,554
6290,526,548
6291,525,549
6292,528,549
6293,525,555
6294,528,551
6295,526,549
6296,527,551
6297,528,554
6298,526,550
6299,532,596
6300,525,551
6301,524,555
6302,528,553
6303,522,548
6304,525,551
6305,524,555
6306,524,561
6307,552,582
6308,533,547
6309,525,550
6310,541,569
6311,528,572
6312,526,555
6313,527,550
6314,524,552
6315,526,557
6316,528,556
6317,525,548
6318,522,566
6319,533,562
6320,539,606
6321,548,577
6322,556,578
6323,543,570
6324,548,572
6325,534,576
6326,531,555
6327,535,575
6328,554,554
6329,542,554
6330,544,572
6331,553,573
6332,550,563
6333,549,572
6334,544,567
6335,533,559
6336,544,566
6337,530,560
6338,531,568
6339,535,552
6340,530,558
6341,529,555
6342,530,550
6343,529,554
6344,538,578
6345,552,557
6346,534,587
6347,543,590
6348,534,557
6349,533,563
6350,527,557
6351,527,554
6352,531,557
6353,531,558
6354,529,554
6355,530,557
6356,529,554
6357,529,559
6358,535,555
6359,527,558
6360,549,576
6361,531,553
6362,530,566
6363,537,553
6364,541,553
6365,528,553
6366,528,561
6367,535,558
6368,534,558
6369,533,557
6370,531,559
6371,530,561
6372,551,593
6373,542,570
6374,543,569
6375,545,586
6376,550,570
6377,549,579
6378,542,582
6379,560,572
6380,541,566
6381,536,561
6382,538,559
6383,556,580
6384,537,559
6385,531,558
6386,541,555
6387,528,556
6388,539,586
6389,559,554
6390,537,558
6391,534,569
6392,544,575
6393,550,559
6394,542,558
6395,534,559
6396,537,573
6397,551,576
6398,553,585
6399,552,586
6400,558,586
6401,553,584
6402,561,585
6403,542,557
6404,543,562
6405,538,563
6406,537,564
6407,536,562
6408,536,561
6409,537,566
6410,555,573
6411,534,561
6412,547,579
6413,544,575
6414,549,572
6415,546,590
6416,555,575
6417,542,585
6418,574,583
6419,542,579
6420,541,568
6421,542,565
6422,540,571
6423,536,566
6424,537,568
6425,532,559
6426,534,564
6427,556,563
6428,536,563
6429,536,561
6430,536,564
6431,537,563
6432,549,577
6433,584,571
6434,535,571
6435,541,563
6436,537,559
6437,534,563
6438,537,570
6439,540,566
6440,538,567
6441,538,567
6442,541,568
6443,551,572
6444,544,576
6445,556,580
6446,558,596
6447,555,583
6448,571,600
6449,560,588
6450,553,590
6451,558,584
6452,564,572
6453,544,570
6454,546,571
6455,537,565
6456,551,587
6457,558,574
6458,543,571
6459,549,573
6460,540,566
6461,540,572
6462,573,567
6463,545,579
6464,547,570
6465,542,571
6466,541,571
6467,539,571
6468,550,569
6469,554,570
6470,544,575
6471,548,577
6472,551,571
6473,550,578
6474,552,573
6475,549,574
6476,549,566
6477,544,566
6478,543,572
6479,546,571
6480,556,578
6481,579,602
6482,613,633
6483,602,640
6484,616,643
6485,582,609
6486,566,587
6487,553,582
6488,560,589
6489,581,596
6490,572,582
6491,575,635
6492,561,586
6493,557,585
6494,550,586
6495,546,582
6496,553,588
6497,552,576
6498,549,572
6499,543,596
6500,555,572
6501,541,575
6502,560,576
6503,542,572
6504,556,582
6505,542,571
6506,545,590
6507,557,572
6508,544,565
6509,543,569
6510,545,571
6511,549,569
6512,587,573
6513,546,573
6514,546,573
6515,547,572
6516,552,586
6517,554,581
6518,559,580
6519,548,575
6520,553,572
6521,553,575
6522,552,577
6523,552,586
6524,561,578
6525,546,583
6526,560,571
6527,573,578
6528,548,578
6529,550,592
6530,565,582
6531,562,586
6532,557,585
6533,564,573
6534,588,579
6535,559,580
6536,553,583
6537,553,575
6538,550,578
6539,551,589
6540,549,579
6541,553,573
6542,551,580
6543,560,582
6544,557,581
6545,552,576
6546,560,576
6547,556,587
6548,552,590
6549,559,577
6550,554,575
6551,549,577
6552,551,586
6553,565,578
6554,557,587
6555,555,583
6556,560,581
6557,559,590
6558,556,580
6559,559,591
6560,554,580
6561,552,594
6562,560,585
6563,555,580
6564,568,617
6565,582,591
6566,583,595
6567,569,605
6568,587,599
6569,574,607
6570,663,691
6571,637,627
6572,589,612
6573,601,590
6574,592,587
6575,556,589
6576,562,590
6577,560,582
6578,560,612
6579,561,586
6580,564,595
6581,560,595
6582,560,584
6583,557,580
6584,558,584
6585,554,593
6586,557,581
6587,557,585
6588,559,584
6589,578,582
6590,567,582
6591,569,584
6592,566,582
6593,558,583
6594,559,608
6595,569,604
6596,565,580
6597,578,585
6598,567,587
6599,558,590
6600,558,589
6601,566,587
6602,565,598
6603,574,591
6604,564,596
6605,561,583
6606,559,583
6607,559,583
6608,558,583
6609,562,588
6610,560,586
6611,561,584
6612,556,580
6613,556,588
6614,562,586
6615,560,585
6616,561,586
6617,561,586
6618,566,589
6619,562,593
6620,571,589
6621,564,592
6622,563,589
6623,561,591
6624,560,596
6625,564,589
6626,564,587
6627,566,593
6628,564,590
6629,563,590
6630,584,598
6631,590,637
6632,581,609
6633,579,606
6634,579,620
6635,641,680
6636,662,633
6637,574,581
6638,623,612
6639,598,615
6640,573,603
6641,561,588
6642,563,593
6643,581,596
6644,584,625
6645,584,596
6646,564,596
6647,580,589
6648,574,615
6649,561,621
6650,566,594
6651,596,592
6652,569,589
6653,568,587
6654,566,587
6655,560,587
6656,563,592
6657,562,588
6658,574,603
6659,565,591
6660,570,595
6661,569,592
6662,572,591
6663,564,594
6664,563,592
6665,571,605
6666,578,610
6667,576,607
6668,568,598
6669,572,599
6670,564,585
6671,567,592
6672,566,585
6673,561,585
6674,562,590
6675,561,586
6676,562,600
6677,577,602
6678,566,592
6679,574,595
6680,586,617
6681,592,629
6682,591,603
6683,574,600
6684,587,670
6685,647,652
6686,620,625
6687,570,622
6688,573,598
6689,569,604
6690,622,624
6691,568,608
6692,567,588
6693,567,592
6694,570,597
6695,575,604
6696,574,630
6697,613,607
6698,588,631
6699,660,683
6700,617,638
6701,611,634
6702,617,628
6703,577,601
6704,577,608
6705,564,595
6706,568,601
6707,582,618
6708,574,594
6709,569,595
6710,571,594
6711,566,593
6712,565,595
6713,569,617
6714,569,595
6715,578,591
6716,574,609
6717,578,595
6718,573,600
6719,571,597
6720,573,607
6721,576,600
6722,574,598
6723,570,593
6724,571,595
6725,580,597
6726,571,607
6727,567,594
6728,573,601
6729,571,597
6730,574,598
6731,571,598
6732,571,593
6733,571,595
6734,572,602
6735,570,601
6736,572,597
6737,573,600
6738,593,605
6739,573,596
6740,572,601
6741,577,600
6742,573,597
6743,572,597
6744,570,606
6745,569,598
6746,570,596
6747,570,598
6748,567,598
6749,575,597
6750,585,602
6751,575,600
6752,575,605
6753,579,604
6754,577,613
6755,572,600
6756,577,606
6757,582,610
6758,571,600
6759,571,597
6760,589,600
6761,571,600
6762,569,599
6763,569,597
6764,569,597
6765,571,598
6766,574,595
6767,570,601
6768,572,599
6769,581,624
6770,580,601
6771,580,603
6772,576,598
6773,578,599
6774,574,602
6775,576,610
6776,572,605
6777,586,616
6778,584,614
6779,585,614
6780,595,610
6781,578,605
6782,583,603
6783,572,605
6784,576,599
6785,578,612
6786,582,613
6787,582,607
6788,577,608
6789,581,603
6790,581,605
6791,575,606
6792,576,601
6793,576,615
6794,604,650
6795,603,624
6796,604,687
6797,647,663
6798,611,629
6799,599,624
6800,607,622
6801,608,618
6802,581,614
6803,580,615
6804,577,602
6805,580,604
6806,578,610
6807,583,611
6808,578,606
6809,579,606
6810,579,604
6811,584,608
6812,580,602
6813,582,602
6814,578,606
6815,579,606
6816,583,619
6817,580,609
6818,603,641
6819,585,617
6820,591,626
6821,583,634
6822,579,609
6823,605,644
6824,613,646
6825,664,683
6826,628,656
6827,593,630
6828,615,615
6829,588,618
6830,584,615
6831,600,609
6832,590,618
6833,589,620
6834,589,608
6835,596,630
6836,592,618
6837,594,628
6838,593,620
6839,581,609
6840,580,613
6841,579,614
6842,584,606
6843,585,610
6844,585,616
6845,599,614
6846,588,612
6847,592,616
6848,586,612
6849,585,614
6850,583,609
6851,589,615
6852,582,608
6853,582,606
6854,583,612
6855,583,612
6856,588,611
6857,590,614
6858,590,616
6859,596,624
6860,593,623
6861,598,626
6862,612,611
6863,587,613
6864,582,610
6865,581,610
6866,586,618
6867,590,609
6868,587,607
6869,588,608
6870,583,609
6871,583,609
6872,582,612
6873,585,609
6874,583,629
6875,590,614
6876,589,611
6877,583,607
6878,588,608
6879,584,625
6880,586,612
6881,584,613
6882,587,617
6883,597,616
6884,588,613
6885,586,610
6886,584,609
6887,583,609
6888,602,612
6889,586,611
6890,585,614
6891,584,614
6892,588,618
6893,587,612
6894,586,611
6895,587,613
6896,587,613
6897,590,615
6898,586,615
6899,588,612
6900,585,611
6901,592,618
6902,589,616
6903,590,649
6904,602,645
6905,631,648
6906,610,660
6907,611,710
6908,618,650
6909,616,621
6910,623,662
6911,621,616
6912,601,618
6913,587,621
6914,601,627
6915,594,612
6916,587,663
6917,589,653
6918,589,633
6919,631,636
6920,592,638
6921,605,647
6922,594,632
6923,592,618
6924,594,619
6925,594,622
6926,593,617
6927,590,617
6928,590,616
6929,636,627
6930,605,625
6931,593,621
6932,592,618
6933,615,623
6934,608,644
6935,596,626
6936,613,656
6937,612,634
6938,612,626
6939,606,624
6940,598,643
6941,598,618
6942,611,625
6943,632,664
6944,704,696
6945,618,650
6946,634,672
6947,615,673
6948,650,674
6949,685,690
6950,683,723
6951,638,706
6952,685,724
6953,609,659
6954,613,659
6955,646,669
6956,697,710
6957,737,671
6958,609,645
6959,609,641
6960,612,648
6961,615,627
6962,615,628
6963,613,637
6964,618,664
6965,612,637
6966,600,641
6967,604,637
6968,613,621
6969,634,656
6970,650,658
6971,635,648
6972,618,637
6973,634,716
6974,655,697
6975,656,650
6976,631,751
6977,618,651
6978,609,624
6979,610,646
6980,611,643
6981,616,634
6982,602,634
6983,598,631
6984,599,632
6985,600,640
6986,598,627
6987,604,643
6988,601,625
6989,618,624
6990,610,638
6991,607,628
6992,594,622
6993,607,626
6994,612,630
6995,601,626
6996,599,623
6997,595,624
6998,597,634
6999,595,634
7000,599,625
7001,594,621
7002,598,624
7003,607,638
7004,609,639
7005,617,631
7006,606,626
7007,600,626
7008,610,636
7009,602,671
7010,655,648
7011,619,645
7012,618,635
7013,599,630
7014,612,643
7015,613,630
7016,598,625
7017,617,655
7018,607,640
7019,601,630
7020,610,625
7021,623,638
7022,638,657
7023,610,655
7024,613,645
7025,617,663
7026,611,635
7027,607,632
7028,608,639
7029,614,639
7030,600,630
7031,599,633
7032,613,629
7033,607,638
7034,603,626
7035,604,630
7036,603,627
7037,601,626
7038,599,624
7039,598,627
7040,609,634
7041,608,630
7042,602,635
7043,603,636
7044,605,649
7045,619,647
7046,613,632
7047,608,634
7048,604,649
7049,620,651
7050,615,647
7051,614,656
7052,611,634
7053,617,634
7054,624,648
7055,615,647
7056,609,641
7057,608,632
7058,603,639
7059,604,632
7060,604,632
7061,600,631
7062,603,634
7063,608,639
7064,604,636
7065,604,636
7066,604,633
7067,612,631
7068,606,635
7069,611,632
7070,605,632
7071,606,639
7072,607,638
7073,608,634
7074,609,634
7075,612,634
7076,608,633
7077,607,633
7078,609,638
7079,605,632
7080,607,635
7081,605,644
7082,606,632
7083,605,632
7084,607,635
7085,606,637
7086,605,632
7087,606,633
7088,606,633
7089,607,633
7090,615,634
7091,610,638
7092,609,636
7093,611,638
7094,606,641
7095,614,635
7096,610,640
7097,610,636
7098,617,642
7099,614,637
7100,617,643
7101,608,637
7102,614,638
7103,611,638
7104,612,643
7105,616,637
7106,611,638
7107,608,635
7108,613,638
7109,609,638
7110,610,636
7111,606,637
7112,607,637
7113,609,639
7114,609,640
7115,606,637
7116,620,635
7117,611,633
7118,610,639
7119,613,640
7120,613,639
7121,610,647
7122,653,668
7123,638,702
7124,663,702
7125,687,674
7126,633,643
7127,618,655
7128,633,666
7129,634,671
7130,622,640
7131,611,638
7132,617,642
7133,644,669
7134,616,660
7135,632,658
7136,642,667
7137,639,679
7138,674,654
7139,635,639
7140,629,644
7141,632,639
7142,611,640
7143,610,679
7144,621,643
7145,622,643
7146,629,649
7147,612,644
7148,613,640
7149,616,642
7150,612,639
7151,613,640
7152,614,643
7153,611,653
7154,615,643
7155,614,642
7156,615,643
7157,619,645
7158,617,640
7159,613,643
7160,617,647
7161,613,641
7162,617,647
7163,613,643
7164,619,641
7165,615,644
7166,615,642
7167,614,649
7168,614,642
7169,617,642
7170,617,644
7171,620,643
7172,616,648
7173,619,645
7174,613,642
7175,616,643
7176,616,643
7177,620,644
7178,620,646
7179,616,644
7180,654,644
7181,620,643
7182,615,642
7183,614,642
7184,616,642
7185,619,646
7186,616,647
7187,616,648
7188,616,649
7189,617,644
7190,615,643
7191,617,644
7192,617,649
7193,618,646
7194,618,645
7195,624,643
7196,616,645
7197,618,646
7198,617,652
7199,619,646
7200,619,645
7201,623,653
7202,621,647
7203,623,647
7204,621,648
7205,622,658
7206,621,644
7207,621,648
7208,619,647
7209,629,650
7210,621,650
7211,620,646
7212,619,648
7213,619,651
7214,624,648
7215,622,651
7216,623,649
7217,621,657
7218,619,651
7219,622,647
7220,628,656
7221,628,654
7222,627,656
7223,626,651
7224,623,654
7225,624,652
7226,631,653
7227,626,653
7228,626,656
7229,626,654
7230,624,653
7231,624,657
7232,630,654
7233,623,652
7234,638,653
7235,622,654
7236,619,658
7237,624,653
7238,622,657
7239,636,651
7240,636,680
7241,626,696
7242,623,686
7243,652,663
7244,645,670
7245,642,685
7246,744,749
7247,698,676
7248,637,681
7249,703,723
7250,642,660
7251,632,661
7252,636,687
7253,632,702
7254,646,686
7255,628,668
7256,647,677
7257,653,673
7258,638,675
7259,643,684
7260,652,675
7261,655,677
7262,642,672
7263,633,683
7264,636,672
7265,630,664
7266,658,694
7267,664,683
7268,660,685
7269,652,681
7270,647,690
7271,761,686
7272,659,670
7273,661,686
7274,635,665
7275,634,681
7276,645,677
7277,649,657
7278,638,663
7279,649,677
7280,647,657
7281,630,657
7282,631,674
7283,643,673
7284,662,712
7285,649,685
7286,628,658
7287,632,661
7288,628,665
7289,630,658
7290,626,659
7291,629,657
7292,629,659
7293,626,658
7294,633,661
7295,629,661
7296,630,658
7297,630,659
7298,629,661
7299,636,671
7300,629,657
7301,630,659
7302,632,658
7303,638,659
7304,627,658
7305,630,665
7306,634,666
7307,629,659
7308,633,665
7309,630,661
7310,633,661
7311,631,660
7312,634,663
7313,633,664
7314,633,667
7315,632,659
7316,633,663
7317,631,662
7318,636,663
7319,632,661
7320,639,698
7321,637,663
7322,657,665
7323,631,660
7324,636,688
7325,633,687
7326,640,665
7327,642,667
7328,639,660
7329,635,684
7330,631,665
7331,629,660
7332,642,678
7333,631,667
7334,664,709
7335,682,709
7336,649,710
7337,651,681
7338,651,683
7339,646,680
7340,648,677
7341,651,682
7342,649,680
7343,657,684
7344,651,679
7345,650,687
7346,652,685
7347,655,682
7348,659,684
7349,651,685
7350,657,680
7351,652,687
7352,655,682
7353,656,681
7354,653,686
7355,660,681
7356,659,682
7357,651,688
7358,666,687
7359,653,687
7360,653,687
7361,651,683
7362,657,689
7363,656,687
7364,654,692
7365,662,697
7366,659,687
7367,660,693
7368,654,683
7369,662,688
7370,662,687
7371,665,691
7372,655,690
7373,660,686
7374,657,688
7375,655,685
7376,661,691
7377,664,686
7378,661,696
7379,665,687
7380,661,687
7381,661,685
7382,659,687
7383,664,692
7384,656,687
7385,658,688
7386,662,700
7387,657,688
7388,658,689
7389,659,689
7390,656,684
7391,656,691
7392,657,685
7393,656,688
7394,663,688
7395,658,690
7396,659,693
7397,655,681
7398,657,688
7399,659,688
7400,667,687
7401,657,685
7402,653,687
7403,660,686
7404,659,689
7405,658,686
7406,656,685
7407,658,689
7408,654,693
7409,666,698
7410,665,690
7411,660,691
7412,668,692
7413,663,688
7414,663,688
7415,664,694
7416,664,691
7417,662,700
7418,664,696
7419,666,692
7420,662,686
7421,660,696
7422,661,688
7423,655,689
7424,655,688
7425,657,694
7426,658,693
7427,662,691
7428,658,691
7429,661,689
7430,672,694
7431,666,695
7432,668,689
7433,663,694
7434,666,693
7435,667,695
7436,659,692
7437,660,692
7438,659,690
7439,667,692
7440,661,693
7441,661,701
7442,659,696
7443,666,694
7444,662,695
7445,667,694
7446,659,689
7447,666,693
7448,667,696
7449,659,692
7450,663,699
7451,667,693
7452,669,696
7453,662,697
7454,661,693
7455,669,701
7456,667,699
7457,665,697
7458,665,697
7459,666,696
7460,667,696
7461,664,696
7462,663,697
7463,663,699
7464,666,692
7465,663,700
7466,660,697
7467,662,701
7468,663,694
7469,661,698
7470,668,693
7471,663,696
7472,662,698
7473,661,693
7474,669,697
7475,669,699
7476,666,701
7477,667,696
7478,665,700
7479,669,705
7480,669,699
7481,663,698
7482,669,700
7483,665,702
7484,668,698
7485,670,699
7486,668,694
7487,662,697
7488,661,693
7489,669,708
7490,674,703
7491,677,702
7492,671,700
7493,671,697
7494,686,699
7495,672,700
7496,679,724
7497,668,709
7498,674,742
7499,777,768
7500,708,740
7501,699,704
7502,658,700
7503,662,682
7504,655,680
7505,652,680
7506,652,683
7507,656,691
7508,652,684
7509,650,682
7510,654,682
7511,666,683
7512,651,682
7513,650,682
7514,652,682
7515,656,679
7516,655,679
7517,650,683
7518,650,679
7519,651,694
7520,654,682
7521,651,689
7522,651,681
7523,654,684
7524,652,683
7525,654,683
7526,654,689
7527,653,682
7528,654,680
7529,652,680
7530,653,680
7531,653,683
7532,655,680
7533,657,683
7534,655,691
7535,662,689
7536,657,686
7537,657,688
7538,656,687
7539,660,683
7540,657,686
7541,657,684
7542,654,679
7543,663,690
7544,660,687
7545,655,686
7546,655,699
7547,659,684
7548,660,688
7549,658,691
7550,659,683
7551,654,686
7552,655,695
7553,655,686
7554,656,687
7555,655,684
7556,654,684
7557,654,682
7558,656,690
7559,657,689
7560,658,687
7561,658,689
7562,662,690
7563,659,682
7564,659,685
7565,659,686
7566,665,685
7567,658,689
7568,658,688
7569,658,689
7570,665,691
7571,658,682
7572,661,691
7573,667,687
7574,657,683
7575,664,692
7576,656,686
7577,656,688
7578,655,695
7579,664,684
7580,657,684
7581,655,685
7582,655,684
7583,658,697
7584,657,688
7585,661,699
7586,673,694
7587,661,689
7588,661,690
7589,662,689
7590,663,689
7591,676,700
7592,664,688
7593,659,689
7594,662,696
7595,659,688
7596,666,691
7597,661,696
7598,661,691
7599,660,692
7600,660,693
7601,662,692
7602,665,697
7603,662,689
7604,660,692
7605,660,697
7606,664,693
7607,662,694
7608,666,695
7609,664,691
7610,665,702
7611,662,689
7612,669,692
7613,664,693
7614,665,692
7615,662,698
7616,666,695
7617,664,705
7618,666,698
7619,665,693
7620,670,693
7621,666,689
7622,669,691
7623,665,700
7624,665,706
7625,667,696
7626,669,699
7627,665,690
7628,667,696
7629,671,694
7630,667,694
7631,670,700
7632,673,699
7633,667,699
7634,671,703
7635,667,694
7636,679,700
7637,669,695
7638,672,693
7639,666,708
7640,671,697
7641,668,697
7642,668,705
7643,673,705
7644,663,697
7645,665,696
7646,668,694
7647,668,700
7648,677,704
7649,666,701
7650,667,711
7651,665,695
7652,665,701
7653,664,704
7654,669,695
7655,666,716
7656,668,699
7657,668,698
7658,666,699
7659,682,701
7660,667,696
7661,667,697
7662,668,698
7663,665,702
7664,666,695
7665,667,698
7666,666,700
7667,675,711
7668,670,699
7669,669,705
7670,670,701
7671,669,703
7672,672,704
7673,672,701
7674,671,705
7675,674,702
7676,672,699
7677,673,698
7678,677,701
7679,679,706
7680,671,701
7681,670,698
7682,673,705
7683,669,699
7684,668,700
7685,668,702
7686,668,706
7687,668,706
7688,671,703
7689,673,705
7690,678,712
7691,673,702
7692,673,702
7693,670,704
7694,679,714
7695,675,707
7696,674,701
7697,678,701
7698,673,716
7699,675,703
7700,674,704
7701,680,707
7702,674,703
7703,677,715
7704,676,707
7705,677,713
7706,676,714
7707,671,700
7708,672,705
7709,674,705
7710,678,705
7711,675,707
7712,671,702
7713,677,702
7714,678,709
7715,677,702
7716,677,704
7717,683,706
7718,678,705
7719,679,712
7720,684,705
7721,677,707
7722,679,710
7723,675,707
7724,679,717
7725,678,708
7726,679,706
7727,675,709
7728,685,708
7729,674,704
7730,679,709
7731,679,708
7732,682,713
7733,680,707
7734,678,722
7735,680,711
7736,679,711
7737,678,709
7738,679,719
7739,681,710
7740,681,711
7741,681,710
7742,679,708
7743,680,714
7744,684,720
7745,680,709
7746,681,716
7747,681,711
7748,682,710
7749,683,709
7750,681,713
7751,682,720
7752,686,710
7753,681,714
7754,682,715
7755,682,713
7756,682,714
7757,689,715
7758,684,713
7759,683,715
7760,689,714
7761,683,711
7762,690,716
7763,684,720
7764,689,715
7765,683,712
7766,683,714
7767,682,714
7768,693,709
7769,686,713
7770,682,713
7771,683,713
7772,705,715
7773,681,714
7774,679,713
7775,680,712
7776,694,710
7777,680,709
7778,691,716
7779,680,712
7780,681,718
7781,679,710
7782,679,714
7783,678,715
7784,683,713
7785,680,713
7786,684,714
7787,680,717
7788,682,719
7789,683,715
7790,687,716
7791,682,715
7792,691,714
7793,684,719
7794,692,726
7795,684,716
7796,688,724
7797,688,715
7798,689,717
7799,683,722
7800,680,710
7801,694,709
7802,680,716
7803,682,714
7804,689,714
7805,682,712
7806,683,723
7807,682,715
7808,682,715
7809,682,712
7810,691,719
7811,683,719
7812,683,716
7813,688,719
7814,684,721
7815,684,715
7816,685,719
7817,683,714
7818,685,723
7819,688,719
7820,688,716
7821,683,713
7822,695,722
7823,689,718
7824,693,728
7825,720,759
7826,741,748
7827,688,732
7828,692,719
7829,689,720
7830,697,721
7831,689,723
7832,688,717
7833,688,719
7834,692,728
7835,708,726
7836,687,735
7837,688,740
7838,701,733
7839,688,718
7840,689,716
7841,687,724
7842,693,720
7843,687,726
7844,694,719
7845,687,716
7846,693,722
7847,699,788
7848,734,754
7849,706,738
7850,714,745
7851,712,743
7852,709,741
7853,703,744
7854,713,741
7855,706,740
7856,706,741
7857,709,745
7858,707,744
7859,712,741
7860,706,741
7861,709,750
7862,707,743
7863,703,740
7864,704,738
7865,711,743
7866,709,743
7867,706,742
7868,707,743
7869,704,740
7870,711,744
7871,710,746
7872,712,763
7873,713,744
7874,715,748
7875,713,743
7876,716,751
7877,713,743
7878,716,742
7879,712,752
7880,714,743
7881,715,747
7882,715,743
7883,713,751
7884,715,746
7885,716,743
7886,720,743
7887,714,747
7888,713,746
7889,716,747
7890,714,750
7891,718,756
7892,719,751
7893,721,751
7894,722,758
7895,715,748
7896,712,742
7897,712,741
7898,713,749
7899,716,747
7900,718,746
7901,714,743
7902,714,745
7903,717,757
7904,724,750
7905,716,749
7906,718,748
7907,719,745
7908,716,752
7909,720,750
7910,717,749
7911,716,749
7912,713,744
7913,722,751
7914,714,748
7915,718,754
7916,719,750
7917,714,750
7918,711,745
7919,720,757
7920,726,745
7921,717,748
7922,710,750
7923,713,745
7924,710,750
7925,716,746
7926,722,756
7927,722,752
7928,717,750
7929,717,752
7930,722,754
7931,718,747
7932,715,749
7933,716,753
7934,719,744
7935,719,755
7936,716,754
7937,719,758
7938,724,757
7939,716,749
7940,712,748
7941,719,755
7942,721,750
7943,717,750
7944,718,755
7945,717,756
7946,722,758
7947,724,759
7948,715,755
7949,719,750
7950,717,749
7951,719,753
7952,720,753
7953,720,749
7954,718,750
7955,723,757
7956,722,758
7957,720,757
7958,728,760
7959,718,755
7960,717,751
7961,722,762
7962,722,758
7963,724,752
7964,719,753
7965,721,760
7966,717,761
7967,719,753
7968,714,750
7969,713,752
7970,720,753
7971,720,753
7972,720,754
7973,723,754
7974,724,756
7975,728,757
7976,722,758
7977,722,762
7978,720,759
7979,720,754
7980,722,755
7981,720,753
7982,723,758
7983,721,755
7984,722,754
7985,725,755
7986,737,762
7987,725,759
7988,723,758
7989,725,758
7990,721,756
7991,731,757
7992,724,765
7993,734,754
7994,725,761
7995,723,758
7996,723,755
7997,719,754
7998,720,763
7999,725,757
8000,722,752
8001,720,756
8002,728,758
8003,718,759
8004,735,761
8005,725,755
8006,720,756
8007,726,764
8008,721,765
8009,727,763
8010,725,770
8011,723,753
8012,717,755
8013,723,761
8014,728,761
8015,722,760
8016,721,760
8017,724,757
8018,723,765
8019,724,759
8020,731,757
8021,730,765
8022,724,759
8023,729,766
8024,725,758
8025,729,762
8026,724,765
8027,723,754
8028,726,760
8029,727,763
8030,727,765
8031,734,766
8032,728,760
8033,727,765
8034,727,762
8035,729,758
8036,726,761
8037,733,761
8038,730,762
8039,734,778
8040,728,759
8041,731,777
8042,726,761
8043,730,764
8044,729,760
8045,727,760
8046,728,761
8047,728,760
8048,729,762
8049,731,761
8050,729,769
8051,734,763
8052,730,766
8053,731,765
8054,725,763
8055,729,773
8056,732,764
8057,734,764
8058,731,765
8059,729,765
8060,728,767
8061,734,769
8062,729,763
8063,733,767
8064,733,766
8065,732,770
8066,735,778
8067,739,771
8068,733,779
8069,735,776
8070,728,768
8071,742,769
8072,729,767
8073,729,765
8074,734,766
8075,729,761
8076,731,769
8077,735,776
8078,735,762
8079,738,768
8080,729,766
8081,734,767
8082,727,765
8083,740,766
8084,729,767
8085,732,762
8086,741,767
8087,733,772
8088,741,770
8089,732,765
8090,730,766
